Asset_Num,Serial_Number,Description,BU,BL,Asset_Life,Acquired,Acquisition_Cost,Total_Depn_Value,NBV,Current_Location,Type
F-CON-AAAAA-0062,,Container 40 feet hose storage,SIU,SWT,120,1/2/2012,"11,000.00","8,891.68","2,108.32",,#N/A
F-CON-AAAAA-0096,,Concrete room for control room and Electric Air compressor,SIU,SWT,120,9/1/2017,"34,800.00","8,409.74","26,390.26",,#N/A
F-GEN-AAAAA-0034,G1203014 / SWT-GEN-011,Generator 109 KVA,SIU,SWT,120,6/1/2012,"125,000.00","101,748.64","23,251.36",,#N/A
F-GEN-AAAAA-0035,G120103260 / SWT-GEN-012,Generator 109 KVA,SIU,SWT,120,6/1/2012,"125,000.00","101,748.64","23,251.36",,#N/A
F-GEN-AAAAA-0037,10-0963 / SWT-GEN-032,Generator 13 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,Generator
F-GEN-AAAAA-0038,10-0964 / SWT-GEN-033,Generator 13 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,Generator
F-GEN-AAAAA-0041,0170814/07 / SWT-GEN-023,Generator 220 KVA,SIU,SWT,120,6/1/2012,"125,000.00","101,748.64","23,251.36",,#N/A
F-GEN-AAAAA-0042,SWT-GEN-024/0194473/005/3170,Generator 220 KVA,SIU,SWT,120,6/1/2012,"125,000.00","101,748.64","23,251.36",,#N/A
F-GEN-AAAAA-0043,GN66732R005373X/SWT-GEN-017/3158,Generator 26 KVA,SIU,SWT,120,5/1/2014,"14,370.00","10,673.57","3,696.43",,#N/A
F-GEN-AAAAA-0044,GN65732R005359X/SWT-GEN-019/3161,Generator 26 KVA,SIU,SWT,120,5/1/2014,"14,370.00","10,673.57","3,696.43",,#N/A
F-GEN-AAAAA-0046,SWT-GEN-027/2011 4029,Generator 27 KVA,SIU,SWT,120,6/1/2012,"25,000.00","20,349.68","4,650.32",,#N/A
F-GEN-AAAAA-0047,FGWPEP21AAMU01128 / SWT-GEN-021,Generator 109 KVA,SIU,SWT,120,3/1/2012,"105,089.71","105,089.71",0.00,,#N/A
F-GEN-AAAAA-0048,5311214717,Generator 109 KVA,SIU,SWT,120,9/1/2013,"19,500.00","12,332.61","7,167.39",,#N/A
F-GEN-AAAAA-0049,5311211673,Generator 109 KVA,SIU,SWT,120,9/1/2013,"19,500.00","12,332.61","7,167.39",,#N/A
F-GEN-AAAAA-0065,GEN-J12042-03,Generator 33 KVA,SIU,SWT,120,6/1/2014,"16,280.00","10,473.85","5,806.15",,#N/A
F-GEN-AAAAA-0066,FGWPEP21CAMU00793 / SWT-GEN-016,Generator 33 KVA,SIU,SWT,120,11/1/2013,"14,356.00","9,472.33","4,883.67",,#N/A
F-GEN-AAAAA-0067,FGWPEP21EAMU01232 / SWT-GEN-025,Generator 33 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,#N/A
F-GEN-AAAAA-0068,G10127100 / SWT-GEN-009,Generator 33 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,#N/A
F-GEN-AAAAA-0072,U20238 W / MRPO- SWT-GEN-029,Generator 500 KVA,SIU,SWT,120,9/1/2013,"69,250.00","68,276.76",973.24,,Generator
F-GEN-AAAAA-0074,GZY841818 / SWT-GEN-005,Generator 55 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,#N/A
F-GEN-AAAAA-0075,GZY841818 / SWT-GEN-006,Generator 55 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,#N/A
F-GEN-AAAAA-0077,E 121200249 / SWT-GEN-026,Generator 55 KVA,SIU,SWT,120,1/2/2012,"15,000.00","12,124.97","2,875.03",,#N/A
F-GEN-AAAAA-0079,5466214/MPRO-SWT-GEN-028,Generator 550 KVA,SIU,SWT,120,9/1/2013,"69,250.00","68,276.76",973.24,,#N/A
F-GEN-AAAAA-0081,MV27010 0708 / SWT-GEN-005,Generator 60 KVA,SIU,SWT,120,6/1/2012,"45,000.00","36,629.53","8,370.47",,#N/A
F-GEN-AAAAA-0083,MV27028 07 08 / SWT-GEN-008,Generator 60 KVA,SIU,SWT,120,1/31/2013,"39,000.00","29,331.23","9,668.77",,#N/A
F-GEN-AAAAA-0096,FGWPEP23JCMU00593 / SWT-GEN-001,Generator 80 KVA,SIU,SWT,120,1/31/2013,"78,000.00","58,662.48","19,337.52",,#N/A
F-GEN-AAAAA-0098,FGWPEPP6CGTS07389 / SWT-GEN-003,Generator 88 KVA,SIU,SWT,120,1/31/2013,"110,000.00","78,050.34","31,949.66",,#N/A
F-GEN-AAAAA-0099,FGWPEPP6AGTS07427 / SWT-GEN-004,Generator 88 KVA,SIU,SWT,120,3/31/2013,"110,000.00","75,945.99","34,054.01",,#N/A
F-GEN-AAAAA-0101,N01766,Generator 5 KVA,SIU,WHM,120,9/1/2015,"4,073.90","1,947.58","2,126.32",,#N/A
F-GEN-AAAAA-0102,138168 Erbil,Generator 5 KVA,SIU,WHM,120,11/1/2011,"50,000.00","43,437.72","6,562.28",,#N/A
F-GEN-AAAAA-0103,141264,Generator 5 KVA,SIU,WHM,120,11/1/2011,"50,000.00","43,437.72","6,562.28",,#N/A
F-GEN-AAAAA-0104,68238 Erbil,Generator 5 KVA,SIU,WHM,120,11/1/2011,"50,000.00","43,437.71","6,562.29",,#N/A
F-GEN-AAAAA-0105,139212 Erbil/APP155478,Generator 5 KVA,SIU,WHM,120,11/1/2011,"50,000.00","43,437.71","6,562.29",,#N/A
F-GEN-AAAAA-0107,3159,Generator 20 KVA,SIU,SLS,120,5/1/2014,"14,370.00","10,673.57","3,696.43",,#N/A
F-GEN-AAAAA-0108,3160,Generator 20 KVA,SIU,SLS,120,5/1/2014,"14,370.00","10,673.57","3,696.43",,#N/A
F-GEN-AAAAA-0109,N01768,Generator 5 KVA,SIU,SLS,120,9/1/2015,"4,073.90","1,947.58","2,126.32",,#N/A
F-GEN-AAAAA-0110,N01764,Generator 5 KVA,SIU,SLS,120,9/1/2015,"4,073.90","1,947.58","2,126.32",,#N/A
F-GEN-AAAAA-0111,162376 Erbil,Generator 5KVA,SIU,SLS,120,12/1/2014,"19,800.00","11,339.77","8,460.23",,#N/A
F-GEN-AAAAA-0112,N01773,Generator 5 KVA,SIU,WHM,120,9/1/2015,"4,073.90","1,947.58","2,126.32",,#N/A
F-GEN-AAAAA-0113,5311217598,Generator 109 KVA,SIU,SWT,120,9/1/2013,"19,500.00","12,332.61","7,167.39",,#N/A
F-GEN-AAAAA-0114,5311217599,Generator 109 KVA,SIU,SWT,120,9/1/2013,"19,500.00","13,231.77","6,268.23",,#N/A
F-HTM-AAAAA-0001, L1251Y7,Hydraulic Torque Machine,SIU,WHM,120,5/1/2014,"21,356.90","15,863.18","5,493.72",,#N/A
F-HTM-AAAAA-0002,TX2-114306,Hydraulic Torque Machine,SIU,WHM,120,5/1/2014,"21,356.90","15,863.18","5,493.72",,#N/A
F-HTM-AAAAA-0003, U3TM-03,Hydraulic Torque Machine,SIU,WHM,120,5/1/2014,"21,356.90","15,863.18","5,493.72",,#N/A
F-HTM-AAAAA-0004,L1251Y7,Hydraulic Torque Machine,SIU,WHM,120,11/1/2013,"4,823.00","3,182.28","1,640.72",,#N/A
F-HTM-AAAAA-0005,L1251Y2,Hydraulic Torque Machine,SIU,WHM,120,11/1/2013,"4,823.00","3,182.28","1,640.72",,#N/A
F-HTM-AAAAA-0006,L1251Y8,Hydraulic Torque Machine,SIU,WHM,120,11/1/2013,"4,823.00","3,182.28","1,640.72",,#N/A
F-HTM-AAAAA-0007,C1311Y9,Hydraulic Torque Machine,SIU,WHM,120,5/1/2015,"9,910.18","5,811.06","4,099.12",,#N/A
F-HTM-AAAAA-0008,C1312Y30,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0009,C1311Y7,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0010,C1312Y31,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0011,C1311Y8,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0012,C1311Y6,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0013,F1324U23,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0014,C1312Y32,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0015,C13111Y9,Hydraulic Torque Machine,SIU,SLS,120,5/1/2014,"17,952.90","13,334.88","4,618.02",,#N/A
F-HTM-AAAAA-0016,WHM/SIU/13/200078/I-201301270-1,Hydraulic Torque Machine,SIU,SLS,120,2/1/2015,"22,333.57","14,538.72","7,794.85",,#N/A
F-HTM-AAAAA-0017,WHM/SIU/13/200078/I-201301270-2,Hydraulic Torque Machine,SIU,SLS,120,2/1/2015,"22,333.57","14,538.72","7,794.85",,#N/A
F-HTM-AAAAA-0018,WHM/SIU/13/200078/I-201301270-3,Hydraulic Torque Machine,SIU,SLS,120,2/1/2015,"22,333.57","14,538.72","7,794.85",,#N/A
F-LAC-AAAAP-0002,SWT-WCB-002,Lab Cabin - Pressurized,SIU,SWT,120,7/20/2010,"40,000.00","38,299.92","1,700.08",,#N/A
F-LAC-AAAAP-0003,SWT-ACB-004,Lab Cabin - Pressurized,SIU,SWT,120,6/1/2012,"45,000.00","36,629.53","8,370.47",,#N/A
F-LAC-AAAAP-0004,SWT-ACB-011,Lab Cabin - Pressurized,SIU,SWT,120,6/1/2012,"35,000.00","28,489.59","6,510.41",,#N/A
F-LAC-AAAAS-0006,Samp-01 / SWT-WCB-S02,Lab Cabin - Sampling,SIU,SWT,120,12/1/2013,"58,000.00","38,976.12","19,023.88",,#N/A
F-LAC-AAANP-0007,SWT-Unit 2,Lab Cabin Non-Pressurized,SIU,SWT,120,9/1/2013,"3,700.00","3,192.91",507.09,,lab  Cabin
F-LAC-AAANP-0008,SWT-3,Lab Cabin Non-Pressurized,SIU,SWT,120,1/31/2013,"3,700.00","3,591.97",108.03,,lab  Cabin
F-LAC-AAANP-0009,SWT-4,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2014,"36,907.00","26,833.43","10,073.57",,lab  Cabin
F-LAC-AAANP-0011,932878,Lab Cabin Non-Pressurized,SIU,SWT,120,8/1/2014,"33,950.00","23,603.91","10,346.09",,lab  Cabin
F-LAC-AAANP-0012,J12042-002 / SWT-ACB-007,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2014,"36,183.00","23,278.51","12,904.49",,lab  Cabin
F-LAC-AAANP-0013,ACB-J12042-003,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2014,"36,183.00","23,278.51","12,904.49",,lab  Cabin
F-LAC-AAANP-0015,SWT-WCB-004,Lab Cabin Non-Pressurized,SIU,SWT,120,7/20/2010,"18,000.00","17,234.93",765.07,,lab  Cabin
F-LAC-AAANP-0018,SWT-WCB-007,Lab Cabin Non-Pressurized,SIU,SWT,120,7/20/2010,"18,000.00","17,234.93",765.07,,lab  Cabin
F-LAC-AAANP-0020,220153-6,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2012,"35,000.00","28,489.59","6,510.41",,lab  Cabin
F-LAC-AAANP-0021,FSM-ML-001,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2012,"35,000.00","28,489.59","6,510.41",,lab  Cabin
F-LAC-AAANP-0023,AA-009 / SWT-WCB-011,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2012,"35,000.00","28,489.31","6,510.69",,lab  Cabin
F-LAC-AAANP-0024,SWT-ACB-012,Lab Cabin Non-Pressurized,SIU,SWT,120,6/1/2012,"35,000.00","28,489.59","6,510.41",,lab  Cabin
F-LAC-AAANP-0077,,"20 Feet SWT /TDA container to be Refurbish Need to be capitalize with asset ""FSEQ006522""",SIU,SWT,120,2/1/2018,"8,800.00","1,759.95","7,040.05",,#N/A
F-PRW-AAAAA-0011,23479,Pressure Washer HDS 1000 De High,SIU,SWT,120,5/1/2014,"9,128.07","6,780.05","2,348.02",,#N/A
F-PRW-AAAAA-0012,M16505306,Pressure Washer Hydra -Clean 30-1,SIU,WHM,120,11/1/2013,"10,440.79","6,889.16","3,551.63",,#N/A
F-PRW-AAAAA-0013,M06701202,Pressure Washer Hydra -Clean 30-1,SIU,WHM,120,11/1/2013,"10,440.79","6,889.16","3,551.63",,#N/A
F-PRW-AAAAA-0014,M06701203,Pressure Washer Hydra -Clean 30-1,SIU,WHM,120,11/1/2013,"10,440.79","6,889.16","3,551.63",,#N/A
F-PRW-AAAAA-0015,M15701308,Pressure Washer Hydra -Clean 30-1,SIU,WHM,120,9/1/2015,"16,031.54","7,988.69","8,042.85",,#N/A
F-SBL-AAAAA-0001,12 CK 07,Sand Blast Machine 200 Liter,SIU,SWT,120,9/1/2012,"4,598.29","3,622.48",975.81,,#N/A
F-THM-AAAAA-0001,RIDGID-1224,Thread Maker,SIU,SWT,120,9/1/2013,"9,000.00","7,766.92","1,233.08",,#N/A
F-TRB-AAAAA-0034,SWT-PR-002-2,Basket Piping & Elbows Set No. 4 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0037,SWT-PR-004-1,Basket Piping & Elbows Set No. 7 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0039,SWT-PR-005-2,Basket Piping & Elbows Set No. 9 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0040,SWT-PR-006-2,Basket Piping & Elbows Set No. 10 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0041,SWT-PR-007-1,Basket Piping & Elbows Set No. 11 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0043,SWT-PR-008-1,Basket Piping & Elbows Set No. 13 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.68","22,394.65",,#N/A
F-TRB-AAAAA-0045,SWT-PR-009-2,Basket Piping & Elbows Set No. 15 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0046,SWT-BSK-001-1,Basket Piping & Elbows Set No. 16 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0047,SWT-BSK-001-2,Basket Piping & Elbows Set No. 17 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0048,SWT-BSK-002-1,Basket Piping & Elbows Set No. 18 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0049,SWT-BSK-008,Basket Piping & Elbows Set No. 19 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAAA-0050,SWT-BSK-008-1,Basket Piping & Elbows Set No. 20 SIU-SWT,SIU,SWT,120,2/1/2015,"83,064.33","60,669.84","22,394.49",,#N/A
F-TRB-AAAFH-0058,A5944-2/10 / SWT-FHB-002,Basket Flow Head,SIU,SWT,120,4/1/2012,"7,000.00","5,483.25","1,516.75",,Flow Head Basket
F-TRB-AAAFH-0060,ME1872-1 /  SWT-FHB-004,Basket Flow Head,SIU,SWT,120,4/1/2012,"7,000.00","5,483.25","1,516.75",,Flow Head Basket
F-TRB-AAAFH-0061,ME1874-1 / SWT-FHB-008,Basket Flow Head,SIU,SWT,120,4/1/2012,"7,000.00","5,483.25","1,516.75",,Flow Head Basket
F-TRB-AAAFH-0063,SWT-FHB-001,Basket Flow Head,SIU,SWT,120,1/2/2012,"10,801.00","8,730.80","2,070.20",,Flow Head Basket
F-TRB-AAAFH-0064,SWT-FHB-005,Basket Flow Head,SIU,SWT,120,1/2/2012,"10,800.00","8,729.97","2,070.03",,Flow Head Basket
F-TRB-AAAFH-0065,ME1874-1 / SWT-FHB-008,Basket Flow Head,SIU,SWT,120,1/2/2012,"10,800.00","8,729.97","2,070.03",,Flow Head Basket
F-TST-AAAAA-0001,,Test Stump,SIU,WHM,120,11/1/2013,"2,670.00","2,226.63",443.37,,#N/A
F-WEM-AAAAA-0001,NB200101E,Welding Machine,SIU,SWT,120,6/1/2012,"24,080.00","19,600.80","4,479.20",,#N/A
F-WEM-AAAAA-0002,3028,Welding Machine Blue Air Pack Miller,SIU,WHM,120,11/1/2013,"32,343.30","21,340.94","11,002.36",,#N/A
G-CRT-AAAAA-0001,"VIN# WMA58WZZ4DM623612, P# 151803-Erbil",MAN Truck,SIU,WHM,120,10/1/2011,"60,000.00","52,833.27","7,166.73",,#N/A
G-CRT-AAAAA-0002,"VIN# WMA58WZZ5DM622906, P# 60734-Erbil",MAN Truck,SIU,WHM,120,10/1/2011,"60,000.00","52,833.27","7,166.73",,#N/A
G-CRT-AAAAA-0003,"VIN# WMAHW4ZZ28L054214, P# 16321-Erbil",MAN Truck,SIU,WHM,120,10/1/2011,"60,000.00","52,833.27","7,166.73",,#N/A
G-FTR-AAAAA-0006,FBI-416/13,Trailer Flatbed,SIU,SWT,72,1/1/2016,"47,050.00","32,020.05","15,029.95",,#N/A
G-FTR-AASWT-0008,2LDSD53358E047596,Trailer for SWT Process,SIU,SWT,120,9/1/2013,"917,329.69","622,453.93","294,875.76",,#N/A
G-FTR-AASWT-0010,A02564/SSBU-000548522-U2,Trailer for SWT Process,SIU,SWT,120,3/31/2013,"670,000.00","491,735.86","178,264.14",,#N/A
G-FTR-AASWT-0011,0108/11-12/201134005,Trailer for SWT Process,SIU,SWT,120,9/1/2013,"538,278.78","362,266.03","176,012.75",,#N/A
G-FTR-AASWT-0012,L-1559/2M5131614W1048551,Trailer for SWT Process,SIU,SWT,120,11/1/2015,"325,660.00","70,558.66","255,101.34",,#N/A
G-FTR-AASWT-0016,3171,Trailer for SWT Utility,SIU,SWT,120,6/1/2012,"750,000.00","610,492.21","139,507.79",,#N/A
G-FTR-AASWT-0017,22,Trailer for SWT Utility,SIU,SWT,120,9/1/2013,"538,278.78","362,266.03","176,012.75",,#N/A
G-FTR-AASWT-0020,SSBU-000664522-U2,Trailer for SWT Process,SIU,SWT,120,1/1/2012,"695,200.00","695,200.00",0.00,,#N/A
G-FTR-AASWT-0022,3070/WO 46 B,Trailer for SWT Process - Flowback,SIU,SWT,120,11/1/2015,"58,552.44","25,274.59","33,277.85",,#N/A
G-FTR-AASWT-0023,PRJ007768-3/12,Trailer for SWT Process,SIU,SWT,120,2/1/2015,"151,687.00","85,659.13","66,027.87",,#N/A
G-FTR-AMPFM-0025,KEL-8ERG,Trailer for MPFM Process,SIU,SWT,120,6/1/2014,"121,963.06","74,754.82","47,208.24",,#N/A
G-FTR-AMPFM-0026,4179-ZQ57,Trailer for MPFM Process,SIU,SWT,120,9/1/2013,"538,278.78","362,266.03","176,012.75",,#N/A
G-FTR-APSWT-0059,PRJ009999 - PT-05 / UT-05,SWT Trailer Package 05 (Spec 1),SIU,SWT,120,1/1/2019,"906,365.92","98,189.53","808,176.39",,#N/A
G-FTR-APSWT-0060,PRJ009999 - PT-06 / UT-06,SWT Trailer Package 06 (Spec 2),SIU,SWT,120,1/1/2019,"901,855.92","97,700.95","804,154.97",,#N/A
G-PIU-AAAAA-0024,,Pick up Plate No. 116128,SIU,SWT,72,6/1/2012,"62,650.00","62,649.90",0.10,,#N/A
G-TRU-AAAAA-0003,OISE-BES121213-0513,Truck SLS,SIU,SLS,72,9/1/2015,"33,000.00","24,687.12","8,312.88",,#N/A
G-TRU-AHINO-0005,"VIN# JHDFG1JP5C1S18846, P# 134734-Erbil",WHM Unit - HINO HIAB,SIU,WHM,120,12/1/2014,"59,400.00","34,019.46","25,380.54",,#N/A
G-TRU-AHINO-0006,"VIN# JHDGD1JJ4D1S12108, P# 141946-Erbil",SLS Support Unit 8 Tons - Hino,SIU,SLS,72,11/1/2013,"44,000.00","43,999.90",0.10,,#N/A
G-TRU-AHINO-0007,"VIN# JHDGH1DJJ8D1S12109, P#142351-Erbil",SLS Support Unit 8 Tons - Hino,SIU,SLS,72,11/1/2013,"44,000.00","43,999.90",0.10,,#N/A
G-TRU-MERCE-0011,"VIN# WDB9301831L200573, P# 138168-Erbil",WHM Truck - Mercedes Actros,SIU,WHM,120,11/1/2011,"150,000.00","130,313.08","19,686.92",,#N/A
G-TRU-MERCE-0012,"VIN# WDB9301831L200572, P# 141264-Erbil",WHM Truck - Mercedes Actros,SIU,WHM,120,11/1/2011,"150,000.00","130,313.08","19,686.92",,#N/A
G-TRU-MERCE-0013,"VIN# WDB9301831L198057, P# 139212-Erbil",WHM Truck - Mercedes Actros,SIU,WHM,120,11/1/2011,"150,000.00","130,313.08","19,686.92",,#N/A
G-TRU-VOLVO-0018,68238 Erbil,WHM Truck - Volvo,SIU,WHM,120,11/1/2011,"150,000.00","130,313.08","19,686.92",,#N/A
H-BOH-HHPLB-0016,93013,"Bomb Hanger Peak Large Bore 2.875""",SIU,SLS,72,11/1/2013,"13,311.00","13,310.90",0.10,,#N/A
H-BOH-HHPLB-0017,PER 04666-12,"Bomb Hanger Peak Large Bore 2.875""",SIU,SLS,72,11/1/2013,"13,311.00","13,310.90",0.10,,#N/A
H-BOH-HIPLB-0018,PER A02494-13,"Bomb Hanger Peak Large Bore 3.50""",SIU,SLS,72,11/1/2013,"14,735.00","14,734.90",0.10,,#N/A
H-BOH-HIPLB-0019,PER A02494-13,"Bomb Hanger Peak Large Bore 3.50""",SIU,SLS,72,11/1/2013,"14,735.00","14,734.90",0.10,,#N/A
H-BOH-HJPLB-0020,PER 04233-13,"Bomb Hanger Peak Large Bore 4.50""",SIU,SLS,72,11/1/2013,"15,040.00","15,039.90",0.10,,#N/A
H-BOH-HJPLB-0021,PER 04233-13,"Bomb Hanger Peak Large Bore 4.50""",SIU,SLS,72,11/1/2013,"15,040.00","15,039.90",0.10,,#N/A
H-BSV-H0515-0006,15-03.02,Safety Valve BOP 15K c/w Integral Slick Joint,SIU,SWT,72,9/30/2015,"75,000.00","54,757.78","20,242.22",SIU Base,BOP SSV
H-BSV-H0515-0007,15-03.01,Safety Valve BOP 15K c/w Integral Slick Joint,SIU,SWT,72,3/1/2016,"94,494.00","61,682.76","32,811.24",SIU Base,BOP SSV
H-COP-AAAAA-0001,1002351,Clock Mechanical One Phase Sampler,SIU,SWT,72,5/1/2014,"5,551.12","5,551.12",0.00,,#N/A
H-COP-AAAAA-0002,1002354,Clock Mechanical One Phase Sampler,SIU,SWT,72,5/1/2014,"5,551.12","5,551.12",0.00,,#N/A
H-COP-AAAAA-0003,May-85,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-COP-AAAAA-0008,7-May,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-COP-AAAAA-0009,4-May,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-COP-AAAAA-0010,May-60,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-COP-AAAAA-0011,May-59,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-COP-AAAAA-0012,52280,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-COP-AAAAA-0013,15-May,Clock Mechanical One Phase Sampler,SIU,SWT,72,12/1/2013,"6,116.37","6,116.27",0.10,,#N/A
H-CUT-HGAAA-0001,A215-2185-003-1,"Cutter Power Peak 1.75"" 0 - 3000 lbs",SIU,SLS,72,12/1/2013,"26,580.74","26,580.64",0.10,,#N/A
H-CUT-HGAAA-0002,A215-2185-003-2,"Cutter Power Peak 1.75"" 0 - 3000 lbs",SIU,SLS,72,12/1/2013,"26,580.74","26,580.64",0.10,,#N/A
H-DHC-OMEGA-0001,532-0175-002-027,Down Hole Camera Black & White - Omega,SIU,SLS,72,6/1/2014,"71,719.75","69,040.22","2,679.53",,#N/A
H-DHC-OMEGA-0002,532-0175-002-028,Down Hole Camera Black & White - Omega,SIU,SLS,72,6/1/2014,"71,719.75","69,040.22","2,679.53",,#N/A
H-EQA-HHAPK-0001,200553/A352-1810-002,"Equalising Assembly Type Peak 2-3/8""",SIU,SLS,72,9/1/2015,"7,300.00","5,723.81","1,576.19",,#N/A
H-EQA-HJAPK-0002,200553/A352-3600-001,"Equalising Assembly Type Peak 4-1/2""",SIU,SLS,72,9/1/2015,"6,900.00","5,410.07","1,489.93",,#N/A
H-FTS-AAAAA-0001,SLS/SIU/14/201434/OP/2031784,Fishing Tools Set No 1 SIU-SLS,SIU,SLS,72,4/1/2015,"38,890.05","34,818.16","4,071.89",,#N/A
H-JAR-HGHYD-0014,A220-1750-001-1,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,095.74","8,095.64",0.10,,#N/A
H-JAR-HGHYD-0015,A220-1750-001-2,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,095.74","8,095.64",0.10,,#N/A
H-JAR-HGHYD-0016,A220-1750-001-3,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,095.74","8,095.64",0.10,,#N/A
H-JAR-HGHYD-0017,A220-1750-001-4,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,095.74","8,095.64",0.10,,#N/A
H-JAR-HGHYD-0018,A220-1875-001-1,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,783.24","8,783.14",0.10,,#N/A
H-JAR-HGHYD-0019,A220-1875-001-2,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,783.24","8,783.14",0.10,,#N/A
H-JAR-HGHYD-0020,A220-1875-001-3,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,783.24","8,783.14",0.10,,#N/A
H-JAR-HGHYD-0021,A220-1875-001-4,"Jar Power Peak 1-7/8""",SIU,SLS,72,12/1/2013,"8,783.24","8,783.14",0.10,,#N/A
H-JUC-HGAAA-0001,PER 03707-13,"Junk Catcher 1.875""",SIU,SLS,72,11/1/2013,"2,018.00","2,017.90",0.10,,#N/A
H-JUC-HHAAA-0002,PER A01987-13,"Junk Catcher 2.313""""",SIU,SLS,72,11/1/2013,"2,473.00","2,472.90",0.10,,#N/A
H-JUC-HHAAA-0003,200553/A352-1810-001,"Junk Catcher 2-3/8""",SIU,SLS,72,9/1/2015,"3,580.00","2,806.97",773.03,,#N/A
H-JUC-HHAAA-0004,SLS/SIU/202007/14/PWSD021504,"Junk Catcher 2-7/8""",SIU,SLS,72,9/1/2015,"23,931.00","18,189.80","5,741.20",,#N/A
H-JUC-HHAAA-0005,SLS/SIU/202006/14/PWSD021505,"Junk Catcher 2-7/8""",SIU,SLS,72,9/1/2015,"23,931.00","18,189.80","5,741.20",,#N/A
